dataframe,lambda_l1,learning_rate,max_depth,min_data_in_leaf,n_estimators,num_leaves,lift,accuracy,precision_score,recall,f1_score,roc_auc_ovr
data_ohe,8,0.5,5,12,60,100,2.6316989904145203,0.7307885389533506,0.7261951577645178,0.7304654634627974,0.7040297895871751,0.8949477223347202
data_ohe,8,0.5,5,12,60,60,2.6316989904145203,0.7307885389533506,0.7261951577645178,0.7304654634627974,0.7040297895871751,0.8949477223347202
data_ohe,8,0.5,5,12,120,100,2.6316989904145203,0.7307885389533506,0.7261951577645178,0.7304654634627974,0.7040297895871751,0.8949477223347202
data_ohe,8,0.5,5,12,120,60,2.6316989904145203,0.7307885389533506,0.7261951577645178,0.7304654634627974,0.7040297895871751,0.8949477223347202
data_ohe,8,0.5,5,12,120,40,2.6316989904145203,0.7307885389533506,0.7261951577645178,0.7304654634627974,0.7040297895871751,0.8949477223347202
data_ohe,8,0.5,5,12,120,20,2.6316989904145203,0.7307885389533506,0.7261951577645178,0.7304654634627974,0.7040297895871751,0.8949477223347202
data_ohe,8,0.5,5,12,30,40,2.6316989904145203,0.7307885389533506,0.7261951577645178,0.7304654634627974,0.7040297895871751,0.8949477223347202
data_ohe,8,0.5,5,12,30,60,2.6316989904145203,0.7307885389533506,0.7261951577645178,0.7304654634627974,0.7040297895871751,0.8949477223347202
data_ohe,8,0.5,5,12,30,100,2.6316989904145203,0.7307885389533506,0.7261951577645178,0.7304654634627974,0.7040297895871751,0.8949477223347202
data_ohe,8,0.5,5,12,30,20,2.6316989904145203,0.7307885389533506,0.7261951577645178,0.7304654634627974,0.7040297895871751,0.8949477223347202
data_ohe,8,0.5,5,12,60,20,2.6316989904145203,0.7307885389533506,0.7261951577645178,0.7304654634627974,0.7040297895871751,0.8949477223347202
data_ohe,8,0.5,5,12,60,40,2.6316989904145203,0.7307885389533506,0.7261951577645178,0.7304654634627974,0.7040297895871751,0.8949477223347202
data_ohe,8,0.5,5,12,120,10,2.6034022871178166,0.7298176651669429,0.7243443515838532,0.7293543523516862,0.7031964452987516,0.8941878246230143
data_ohe,8,0.5,5,12,30,10,2.6034022871178166,0.7298176651669429,0.7243443515838532,0.7293543523516862,0.7031964452987516,0.8941816586346063
data_ohe,8,0.5,5,12,60,10,2.6034022871178166,0.7298176651669429,0.7243443515838532,0.7293543523516862,0.7031964452987516,0.8941878246230143
data_ohe,8,0.5,5,12,10,20,2.596934945340931,0.7298081932275634,0.7243784561544702,0.7297281111924262,0.7043592071404815,0.8955045654925847
data_ohe,8,0.5,5,12,10,40,2.596934945340931,0.7298081932275634,0.7243784561544702,0.7297281111924262,0.7043592071404815,0.8955045654925847
data_ohe,8,0.5,5,12,10,60,2.596934945340931,0.7298081932275634,0.7243784561544702,0.7297281111924262,0.7043592071404815,0.8955045654925847
data_ohe,8,0.5,5,12,10,100,2.596934945340931,0.7298081932275634,0.7243784561544702,0.7297281111924262,0.7043592071404815,0.8955045654925847
data_ohe,8,0.5,5,12,10,10,2.5813007624739166,0.7288467913805352,0.7225979965008145,0.7284290983603944,0.7015886241721012,0.8947519629328559
